verbessert improved
wanderer rambler
wirklich really
begleiter tutor
vegetierend vegetating
regierend reigning
massiv massive
begleiten accompany
tickend ticking
pferd horse
handbuch handbook
biegung inflexion
lautstaerke loudness
pilot pilot
auswaehlen select
schuss shoot
gewankt staggered
klarheit clarity
massig bulky
trophaee trophy
verkabelung cabling
verfaelscht sophisticates
kelle dipper
zurueckgeschreckt blenched
unnachahmlich inimitable
kernpunkte quintessences
eintragungen inscriptions
glied limb
schlampig sloppy
zusammenklappbar collapsible
ermaechtigend authorizing
raeumt evacuates
gesetzt seated
umgeben encompass
erloschen extinct
reorganisation reorganization
blase bladder
aufwischen swab
korrespondiert corresponds
traenkend tincturing
ermaechtigt authorized
aufmachen unclasp
verklagte sued
schwoeren swear
folgernd inferring
duschend douching
bedarf demand
gesetze laws
blass pale
missbilligungen disapprovals
irrenhaus madhouse
chirurgen surgeons
ausdrucksweisen parlances
unterholz underbrush
trichter funnel
lauffaehig executable
waschsalon laundrette
schleuder catapult
meissel chisel
besatzung garrison
widerstehen resist
ueberlegungen deliberations
erziehung breeding
ueberbot outbade
seitwaerts askance
enttaeuschte disappointed
minus minus
alternativ alternatively
beben quake
zweckmaessig expedient
photographierend photographing
ungewohnt unaccustomed
endlos endless
loecher holes
faelschung falsification
hierunter hereunder
blatt leaf
tageszeit daytime
herrscher sovereign
urheberschaft authorship
kunden clients
fall- downstream
heutige todays
rettungsgurt lifebelt
scheinbar apparently
herrschen dominate
gerast raved
serviette napkin
riese giant
hinkend limping
bezahlt paid
verzaertelte pampered
bestrahlt irradiates
gatten spouses
unzaehlig innumerably
nachdem having
menschlichkeit humanity
wellblechhuetten quonsets
friedhof cementery
tyrann tyrant
unerwaehnt unspoken
geglaubt believed
huren harlots
neuerungen innovations
natuerlicher naturallier
gestell rack
genial ingenious
unkraut weed
falke falcon
besudeln smirch
saeure acid
faehrte track
endet ceases
angeschlagen struck
fernsehen tv
besudelt smirches
troedeln dally
maibaeume maypoles
fernseher televisor
textilien textiles
ekelhaft loathsome
system system
blutbaeder massacres
schluesselbein collarbone
troedelt dallies
haelt holds
neunzehn nineteen
halbkugel hemispheres
binsenwahrheiten truisms
schnatterte gabbled
innewohnend inherent
gepfiffen whistled
wette bet
loskoppeln uncouple
konferenzen conferences
lebensmittelgeschaefte groceries
massen bulks
krieg war
scheibe pane
mildeste mildest
abziehend deducting
revolution revolution
wirrwarr muss
felder arrays
waescheklammer clothespin
falle pitfall
vervollstaendigend completing
nussschalen nutshells
gebraut brewed
brennend blazing
fluch curse
optimistisch optimistic
kostbarkeit costliness
zwanzigste twentieth
willkuerlich arbitrarily
daemmernd dawning
stoerend perturbing
entfuehrung kidnapping
gleichzeitig coeval
gescholten chid
ermuedung fatigue
verstuemmelnd maiming
anregen animate
schnalle buckle
kaufte bought
aufgeschreckt scared
chirurgie surgery
stuerzend overturning
wolkenkratzer skyscraper
postkarte postcard
ungleichmaessigkeit inequality
schlachten slaughter
mittelmeer- mediterranean
jungfrauen virgins
kai wharf
hochheben uplift
eintrag inscription
suesslich sweetish
schlachtet slaughters
einschneiden incise
meere oceans
kam came
entweder...oder either...or
sitz fit
zappelt flounces
verhinderte inhibited
unbeantwortet unanswered
hinterste rearmost
schund shoddy
segler sailer
gesichert backed
zappeln flounce
ungebuehrlich undue
kleinschrift lowercase
gummi gum
mannschaften teams
kruemmt crooks
vortrag recital
scheide scabbard
kategorisieren categorize
aufeinanderfolgend sequent
ziel aim
unnoetig needlessly
willenskraefte volitions
ungeschult unschooled
zerrt jerks
abgiessend decanting
apfel apple
geborgen salvaged
geballt cumulative
vorbilder paragons
inbesitznahme occupation
weggesteckt popped
flammen flame
saeugetier mammal
verhandelnd negotiating
bleibend remaining
minze mint
verwirren confuse
legieren alloy
ahnend foreboding
platten platters
rotiert rotates
sparsamkeit thrift
entdeckung detection
gesteht confesses
einschalten plug
vorschau preview
nationalitaet nationality
optimismus optimism
gezeugt begotten
vertraege contracts
vergeltung requital
namens behalf
gewandt adroit
brote loaves
befaehigung qualification
verzweigte ramified
dienend servicing
geraspelt rasped
ungleichheiten disparities
tastaturen keyboards
koeder bait
fluechtling refugee
begeisterungen raptures
heraus out
konkurrent competitor
champignons mushrooms
marktschreier mountebank
pfluegen plow
geschwaerzte blackend
schule school
stolzierte strutted
schuld debt
umhuellen muffle
geschwirrt twanged
rivalen rivals
ratte rat
raster graticule
ausgang egress
gold gold
golf gulf
ersuchen beseech
verfaulend festering
griechisch greek
haar hair
beilage enclosure
entspricht complies
wandernd erratic
saeume hems
einwendungen demurs
verbindet chains
gebinde wreath
drehkreuz turnstile
verbinder connectors
reptile reptils
droehnend booming
fehlerlos flawless
verbinden concatenate
getriebe gear
doggen mastiffs
schaeumend foaming
ingenieure engineers
zwischenfall incident
verzaertelnd pampering
pascal pascal
woertlich verbal
bestand existed
fleissig diligent
unbekannt innominate
schwestern sisters
herrin mistress
gefeiert celebrated
stachelschweine porcupines
verehrungswuerdig adorably
denkwuerdig memorable
vergroesserung augment
beleuchtungen lightings
uebersaettigung surfeit
raedrig wheeled
radar radar
quacksalbereien quackeries
verkoerperte impersonated
bambus bamboo
weder neither
torkelnd lurching
zwielicht twilight
unterfunktion subfunction
enttaeuschend disappointing
eingeweihter hepcat
gartenbau horticulture
magisch magic
gebrochen refracted
stoerungen disturbances
originell originally
doesen doze
fruechte fruits
aberglaeubisch superstitious
abschrift transcript
uebergehend ignoring
nichtgewerblich noncommercial
verduennend diluting
gekuehlt refrigerated
zusammensetzen compound
liebenswuerdig amiable
wetzt whets
salpeter nitre
verbiegung deflection
staedter townsfolk
alternativen alternatives
bestandteile ingredients
ueberschreitet exceeds
einstellen adjust
kommerziell commercial
zuweisung assignment
reformierte reformed
exportierte exported
klapperschlange rattlesnake
entstehend accruing
einheitlich uniform
ueberschreiten exceed
neurose neurosis
katastrophal disastrous
grillen broil
nasser wetter
verstuemmelte maimed
bueroklammer paperclip
tumulte riots
erzeugen constitute
erzeuger generators
geklaert cleared
religioes religious
bescheinigend certifying
gewissensbisse remorse
seren serums
nehmen keep
besser better
kriecher creeper
elfenbein ivory
busleitung highway
kriechen crawl
witzbolde buffoons
schuhe shoes
verhindernd inhibiting
schmuecken decorate
begehrt covets
nachnamen surnames
dachwohnung penthouse
unvollkommen imperfectly
rueckkopplung feedback
intermittierend intermittent
narbe scar
nasenloecher nostrils
erklaerlich explicable
unmoralisch immoral
geroell bolder
verschrottend scrapping
antwortete replied
alltag workaday
eingriffe encroachments
falte fold
anklagend impeaching
wetzen whet
unbefugt unauthorized
traeumereien reveries
teetasse teacup
urlauber vacationist
verhandelte negotiated
grossbuchstaben capitals
einfuhren importations
entwurf design
voreiligst rashest
tuerme towers
besen besom
tausende thousands
herren gents
bestatter mortician
uhren timepieces
plexiglas perspex
hinweise hints
stepptanz tapdance
kronleuchter lustres
uebernahm undertook
schuft rascal
haft arrest
zischen fizz
initialisiere initialize
gefaehrdet endangered
aufgewischt swabbed
presst huddles
angelegenheit affair
ungewoehnlich inconvenient
erniedrigend vulgarizing
gefaehrden endanger
rezept recipe
hervorgeragt jutted
schneestuerme blizzards
lagerhaus warehouse
initialisiert initialized
importiert imported
ermattete languished
optionen options
erforschung exploration
blamierte stultified
riechend smelling
brutal brutal
presse press
zungen tongues
widerlegung disproof
unwissentlich unwitting
bescheidenheit humility
lehrend teaching
verdunkelt darkened
heldin heroine
nicht non
kruemel crumb
vertraute confided
schein- pseudo
orientierte orientated
eifersuechtig jealous
einstellig monadic
arme arms
zusammengebrochen collapsed
paket parcel
zerfetzte tattered
schlitze slits
kerbend nicking
gebummelt strolled
kombinationen combinations
erfindungen concoctions
rasterung grating
vorsitzen preside
schwangerschaft pregnancy
richtigkeit trueness
tuerke turk
kieme gill
eintraeufeln instil
ungeschickt awkward
hahn cock
ueberfaellt raids
noch nor
laesst lets
entschaedigungen reparations
widerlegt confutes
abtruenniger renegade
zinn tin
traditionen traditions
korrespondieren correspond
sehnen sinews
paffen whiff
entsetzlich horrible
inbetriebnahme implementing
gesten gestures
unbesiegt unconquered
pritsche slapstick
koernchen granule
verkoerpernd embodying
aufwecken arouse
urteil judgement
mitgliedschaft membership
haie sharks
konfiguration configuaration
unteraufgabe subtask
schiebend shoving
irregefuehrt misdirected
zauberei necromancy
sonnenstrahlen sunbeams
gassenjunge ragamuffin
verklagen sue
unhoerbar inaudible
spediteure removers
salbung unction
zauberer conjurer
nachbildend cloning
geloescht blanked
niederlagen discomfitures
unsicherheiten uncertainties
schlagmann batsman
unterdrueckung depression
gott god
horchen hark
anzuenden kindle
gemaelde paintings
geraet device
ungeloest unsolved
scheint seems
ungenauigkeiten inaccuracies
gekaut chawed
moeglich possible
feststehend stationary
woerterverzeichnisse vocabularies
verbraucht consumed
langsamer slower
ellipse ellipse
logos logos
enttaeuschen disappoint
tourist sightseer
abteilungen compartments
rauheit roughness
mitschueler schoolfellow
koffer bag
bebte quaked
vertretung representation
zermahlt squelches
gluehend glowing
waldhoerner bugles
geschmackvoll tasteful
einklinkend latching
friedlich peaceable
eintragen enrol
daempfen damp
belebend enlivening
hinziehend protracting
ansprueche claims
teilbar divisible
mehrnamig polynomial
kieselsteine pebbles
daempfer damper
bewandert versed
uebereinstimmungen accordances
radio radio
layout layout
kopfkissen pillow
automatikwahl autodial
ueberschwemmte deluged
durchwuehlend ransacking
begehren covet
kritiker censors
adler eagle
haerte hardness
verletzt hurted
ansprechbar responsive
verkleidung facing
erguss effusion
umrechnen randomize
unterschlagungen defalcations
mitwirkung concurrence
verbrennungen combustions
feuerstein flint
tribuenen tribunes
optional optionally
wrack wreck
schiebkarre wheel-barrow
trompete trumpet
anpassung accomodation
krise crises
aufschlag lapel
gerade even
fortschreiten advance
hochhebend uplifting
faehren ferries
hakt hooks
dotter yolk
antwortend answering
umbenennung renaming
leerfelder spaces
lebkuchen gingerbread
kommunismus communism
erwartungen expectations
gegriffen gripped
geistvoll spirited
terrine tureen
sonnenuntergaenge sunsets
frechheit effrontery
halb half
hueften haunches
geschuetzte protective
beseitigung elimination
tragbahre stretcher
gerberei tannery
half helped
verbesserungsfaehig improvable
lassend letting
falzt grooves
unveraendert unmodified
kompliment compliment
auswechselungen exchanges
ueppig luscious
formlos informal
durchquerend traversing
mangel deficiency
auffuellend refilling
tiefste deepest
gesplittert splinted
kursivschrift italic
trottelig gawkly
hals neck
wissenschaft science
halt halt
unaussprechlich ineffably
versoehnte reconciled
turbine turbine
strassenbahnen tramways
unbelaestigt unmolested
nummerierend numbering
reiterei cavalry
ratend advising
brechend rupturing
fussballspieler kicker
elster magpie
versteinernd petrifying
kruege jars
raeder wheels
kot excrement
flut- tidal
weitergegeben imparted
schwach feeble
ermattend fainting
kaufen cash
wassermelone watermelon
bekanntschaften acquaintances
geschossen shooted
definieren define
ausgabe issuance
herbstlich autumnal
dichterinnen poetesses
beabsichtigte indented
zauberin fairy
reproduzieren reproduces
entsetzt horrified
auftrag order
zimmer chamber
hemmungen inhibitions
saeugetiere mammals
unmenschlich inhuman
gemartert martyred
umriss contour
portrait portrait
undurchdringbar impenetrably
gebraeu concoction
bewegungen locomotions
tueren doors
riffe reefs
optimum optimum
hand hand
einfluss influence
begraebnis funeral
hanf hemp
passiv passive
organisch organic
heimlichkeit secrecy
hang hillside
wuerze condiment
gewaehrend deigning
gerieben chafed
fruchtbarkeit fertility
taktlos indelicate
dreimal thrice
anruf call
verzweifelte despaired
bettlaegrig bedrid
fluss flow
wahlen elections
stechen jab
schnittlauch chive
waschbaer racoon
pruegelt canes
verdrehungen contortions
hauend hewing
faerbt tinges
raubt rapes
spriessen sprout
pruegeln thrash
schmieden smithies
technologisch technological
unterwaesche lingerie
besichtigung sightseeing
vorhersage prediction
streich escapade
kondoliert condoles
ueberfluesse exuberances
kehlen goals
auflauernd waylaying
predigten sermons
widersteht resists
tastet fumbles
irgendwo anywhere
handhabend wielding
behexend bedevilling
feuerfest fireproof
sichtweiten visibilities
verschoenerungen embellishments
tasten fumble
rauch reek
dachs badger
aufzuege elevators
augenbrauen eyebrows
verkleinernd belittling
pistolen pistols
diebe thieves
ausschliessen debar
entgelte hires
schwaene swans
troestend solacing
komprimieren compress
waschend washing
ausgewaehlte selected
saugfaehig absorbent
registriert registered
bedrohlich threateningly
spielplaetze playgrounds
betaetigt stroke
umgestaltend metamorphosing
atomisierend atomizing
ersuchte besought
uebertreffend excelling
maennlichkeit manhood
koliken colics
erzwingen enforce
pranger pillory
kritisieren criticize
wettkampf contest
duester dusky
hausmeister caretaker
wacklig ramshackle
vorhanden availible
quarantaene quarantine
unterbrochen discontinued
komfortabel comfortably
erkenntnisse cognitions
gestolen stolen
missbilligend disapproving
haesslichste ugliest
stiere bulls
umkehrend reversing
uebergang transit
